title,release_year,age_certification,runtime,language,genres,production_countries,seasons,imdb_score,imdb_votes
The Pharmacist,2020,TV-MA,54,English,"['crime', 'documentation']",['US'],1.0,7.7,6989.0
Ghost in the Shell: SAC_2045,2020,TV-14,25,"Japanese, English","['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",['JP'],2.0,6.2,2020.0
The Politician,2019,TV-14,43,English,"['comedy', 'drama']",['US'],2.0,7.5,21887.0
The Society,2019,TV-MA,56,English,"['scifi', 'thriller', 'drama']",['US'],1.0,7.0,27693.0
The Untamed,2019,TV-14,44,Chinese,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",['CN'],1.0,8.8,5963.0
Our Planet,2019,TV-G,50,English,['documentation'],['GB'],1.0,9.3,41386.0
The Family,2019,TV-14,26,N/A,"['documentation', 'sport', 'reality']",['US'],1.0,6.4,3491.0
The Spy,2019,TV-MA,53,"English, Arabic","['drama', 'history']",['FR'],1.0,7.9,40535.0
Daybreak,2019,TV-MA,44,English,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",['US'],1.0,6.7,19398.0
The Comey Rule,2020,TV-MA,82,English,"['war', 'drama']",['US'],1.0,7.4,8598.0
Merli: Dare to Know,2019,TV-MA,48,"Catalan, Spanish","['drama', 'comedy']",['ES'],2.0,7.6,1711.0
Too Hot to Handle,2020,TV-MA,42,English,"['reality', 'romance']",['US'],3.0,4.6,12001.0
Ratched,2020,TV-MA,54,English,"['crime', 'drama', 'thriller']",['US'],2.0,7.2,52731.0
DC Super Hero Girls,2019,TV-PG,10,English,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']",['US'],2.0,7.2,1193.0
Dark Desire,2020,TV-MA,34,Spanish,"['drama', 'thriller']",['MX'],2.0,6.5,7135.0
Unsolved Mysteries,2020,TV-MA,49,English,"['documentation', 'drama', 'thriller', 'crime']",['US'],2.0,7.3,9391.0
WHAT / IF,2019,TV-MA,59,English,"['drama', 'thriller']",['US'],1.0,6.3,15135.0
It's Okay to Not Be Okay,2020,TV-MA,76,Korean,"['drama', 'comedy', 'romance']",['KR'],1.0,8.6,21104.0
Trinkets,2019,TV-MA,26,English,"['comedy', 'crime', 'drama']",['US'],2.0,7.0,10263.0
Messiah,2020,TV-MA,45,"Arabic, Hebrew, Persian, English","['drama', 'thriller']",['US'],1.0,7.6,42018.0
BEASTARS,2019,TV-MA,23,"Japanese, English","['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",['JP'],2.0,7.7,9440.0
Dorohedoro,2020,TV-MA,24,Japanese,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']",['JP'],1.0,8.1,7813.0
Undercover,2019,TV-MA,49,"Dutch, Flemish","['drama', 'crime', 'thriller']",['BE'],3.0,7.8,16773.0
Bonding,2019,TV-MA,17,English,"['comedy', 'drama']",['US'],2.0,7.1,15871.0
Cheer,2020,TV-MA,56,English,"['documentation', 'sport', 'reality']",['US'],2.0,8.1,6145.0
Wu Assassins,2019,TV-MA,44,"English, Cantonese","['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1.0,6.4,12799.0
Lego Jurassic World: Legend of Isla Nublar,2019,TV-PG,22,English,"['scifi', 'animation', 'comedy', 'family']",['CA'],1.0,6.7,272.0
Green Eggs and Ham,2019,TV-Y7,28,English,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",['US'],2.0,8.1,2556.0
Stateless,2020,TV-14,53,English,['drama'],['AU'],1.0,7.5,9218.0
Caliphate,2020,TV-MA,48,"Turkish, Arabic, English, Bosnian, Swedish","['war', 'crime', 'drama', 'thriller']",['SE'],1.0,8.2,17735.0
Down to Earth with Zac Efron,2020,TV-PG,39,English,"['documentation', 'history', 'reality']",['US'],1.0,8.0,6446.0
Jeffrey Epstein: Filthy Rich,2020,TV-MA,57,English,"['crime', 'documentation']",['US'],1.0,7.1,23216.0
Summertime,2020,TV-MA,43,Italian,"['drama', 'romance']",['IT'],3.0,6.0,2573.0
L.A.'s Finest,2019,TV-14,47,English,"['drama', 'crime', 'thriller', 'action', 'comedy']",['US'],2.0,6.1,7000.0
Almost Happy,2020,TV-MA,27,Spanish,['comedy'],['AR'],2.0,6.8,870.0
Dash & Lily,2020,TV-14,25,N/A,"['comedy', 'drama', 'romance']",['US'],1.0,7.5,16978.0
Dare Me,2019,TV-MA,43,English,"['thriller', 'crime', 'reality']",['US'],1.0,6.6,5098.0
The Gift,2019,TV-MA,45,"English, Kurdish, Aramaic, Turkish","['scifi', 'drama', 'fantasy']",['TR'],3.0,7.0,21582.0
October Faction,2020,TV-MA,41,English,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,6.1,10854.0
Deaf U,2020,TV-MA,20,English,"['reality', 'drama']",['US'],1.0,6.4,462.0
Blown Away,2019,TV-PG,25,English,"['reality', 'documentation', 'comedy', 'history']",['CA'],2.0,7.1,2876.0
Medical Police,2020,TV-MA,24,English,['comedy'],['US'],1.0,5.9,4136.0
Selena: The Series,2020,TV-PG,38,English,"['drama', 'music']",['US'],2.0,6.9,4435.0
White Lines,2020,TV-MA,55,"English, Spanish","['thriller', 'crime', 'drama']",['GB'],1.0,6.6,16506.0
The Devil Next Door,2019,TV-MA,46,"English, Hebrew, German, Ukrainian","['documentation', 'crime', 'history']","['US', 'IL']",1.0,7.6,13084.0
Start-Up,2020,TV-14,80,Korean,"['drama', 'comedy', 'romance']",['KR'],1.0,8.1,9021.0
Toy Boy,2019,TV-MA,61,Spanish,"['crime', 'action', 'drama', 'thriller']",['ES'],2.0,6.5,7371.0
Middleditch & Schwartz,2020,TV-MA,51,English,['comedy'],['US'],1.0,8.6,5147.0
The Twelve,2019,TV-MA,47,Dutch,"['thriller', 'drama']",['BE'],1.0,7.5,5005.0
The Ripper,2020,TV-MA,49,English,"['crime', 'documentation']",['GB'],1.0,7.1,9228.0
Teenage Bounty Hunters,2020,TV-MA,49,English,"['action', 'drama', 'crime', 'comedy']",['US'],1.0,7.6,10821.0
GREAT PRETENDER,2020,TV-MA,24,Japanese,"['action', 'comedy', 'crime', 'drama', 'animation']",['JP'],1.0,7.9,4635.0
Northern Rescue,2019,TV-14,43,English,"['drama', 'family']",['CA'],1.0,7.1,4105.0
High Score,2020,TV-14,42,English,"['documentation', 'history']",['US'],1.0,7.4,7733.0
Kipo and the Age of Wonderbeasts,2020,TV-Y7,24,English,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],3.0,8.3,5293.0
Unabomber: In His Own Words,2020,TV-MA,43,English,"['crime', 'documentation']",['US'],1.0,7.2,3338.0
Garth Brooks: The Road I'm On,2019,TV-PG,86,English,"['reality', 'documentation']",['US'],1.0,7.4,285.0
Ares,2020,TV-MA,29,Dutch,"['thriller', 'drama', 'horror']",['NL'],1.0,5.7,4298.0
The Confession Killer,2019,TV-14,48,English,"['crime', 'documentation']",['US'],1.0,7.4,8733.0
Traitors,2019,TV-MA,50,English,"['war', 'thriller']",['GB'],1.0,6.6,3020.0
Valeria,2020,TV-MA,41,Spanish,"['drama', 'comedy', 'romance']",['ES'],2.0,6.5,5510.0
Tidying Up with Marie Kondo,2019,TV-PG,34,"English, Japanese",['reality'],['US'],1.0,6.6,3529.0
Aunty Donna's Big Ol House of Fun,2020,TV-MA,20,English,['comedy'],['AU'],1.0,8.0,6140.0
Tales of the City,2019,TV-MA,56,English,['drama'],['US'],1.0,7.4,7715.0
Historical Roasts,2019,TV-MA,29,English,['comedy'],['US'],1.0,5.3,1675.0
La Révolution,2020,TV-MA,46,French,"['drama', 'fantasy', 'thriller', 'action']",['FR'],1.0,6.6,5512.0
Challenger: The Final Flight,2020,TV-14,45,English,"['documentation', 'history']",['US'],1.0,7.8,6778.0
Grand Army,2020,TV-MA,52,English,['drama'],['US'],1.0,7.5,6279.0
The I-Land,2019,TV-MA,40,N/A,"['drama', 'scifi', 'reality']",['US'],1.0,4.6,16918.0
Killer Inside: The Mind of Aaron Hernandez,2020,TV-MA,67,English,"['crime', 'documentation', 'sport']",['US'],1.0,7.4,16649.0
Skylines,2019,TV-MA,60,N/A,"['drama', 'music', 'crime', 'documentation', 'reality']",['DE'],1.0,7.5,2627.0
Inside Bill's Brain: Decoding Bill Gates,2019,TV-14,50,English,['documentation'],['US'],1.0,7.9,10776.0
Song Exploder,2020,TV-MA,27,English,"['documentation', 'music']",['US'],2.0,7.4,758.0
Chambers,2019,TV-MA,44,English,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1.0,6.4,8380.0
"The Mind, Explained",2019,TV-14,21,English,['documentation'],['US'],2.0,8.0,5230.0
The Chef Show,2019,TV-MA,26,English,['documentation'],['US'],2.0,8.2,5025.0
The Last Czars,2019,TV-MA,45,English,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],1.0,7.3,8096.0
Darwin's Game,2020,TV-14,23,Japanese,"['scifi', 'action', 'drama', 'animation']",['JP'],1.0,7.3,2284.0
How to Sell Drugs Online (Fast),2019,TV-MA,32,"Dutch, German","['drama', 'comedy', 'crime', 'romance']",['DE'],3.0,7.9,30734.0
Biohackers,2020,TV-MA,42,German,"['scifi', 'thriller', 'drama']",['DE'],2.0,6.8,9346.0
Fear City: New York vs The Mafia,2020,TV-MA,52,English,"['crime', 'documentation']",['US'],1.0,7.1,7215.0
Gentefied,2020,TV-MA,30,English,"['comedy', 'drama']",['US'],2.0,7.3,2641.0
Hotel Del Luna,2019,TV-14,80,Korean,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1.0,8.2,7832.0
The Baker and the Beauty,2020,TV-14,44,English,"['romance', 'comedy', 'drama']",['US'],1.0,7.5,4160.0
Her Private Life,2019,TV-14,74,Korean,"['drama', 'comedy', 'romance']",['KR'],2.0,7.7,3665.0
Control Z,2020,TV-MA,36,Spanish,"['drama', 'thriller']",['MX'],2.0,6.9,8235.0
Power Rangers Beast Morphers,2019,TV-Y7,23,English,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],2.0,6.5,585.0
Capitani,2019,TV-MA,28,Luxembourgish,"['thriller', 'crime', 'drama']",['LU'],2.0,6.6,4355.0
Home for Christmas,2019,TV-MA,29,Norwegian,"['comedy', 'drama', 'romance']",['NO'],2.0,7.7,13670.0
Quicksand,2019,TV-MA,46,Swedish,"['drama', 'crime', 'thriller']",['SE'],1.0,7.5,21077.0
"Sex, Explained",2020,TV-MA,22,English,['documentation'],['US'],1.0,6.9,3177.0
Rainbow High,2020,TV-Y,6,English,"['comedy', 'family', 'animation']",['US'],3.0,6.4,116.0
Ju-On: Origins,2020,TV-MA,29,"Japanese, English","['thriller', 'drama', 'horror']",['JP'],1.0,6.1,4467.0
Special,2019,TV-MA,26,English,"['comedy', 'drama']",['US'],2.0,7.6,9202.0
Exhibit A,2019,TV-14,36,English,"['crime', 'family', 'documentation']",['US'],1.0,6.3,1030.0
Itaewon Class,2020,TV-MA,69,Korean,"['drama', 'romance']",['KR'],1.0,8.2,12030.0
Turn Up Charlie,2019,TV-MA,26,English,"['drama', 'comedy', 'music']",['GB'],1.0,7.1,7251.0
The Disappearance of Madeleine McCann,2019,TV-14,59,"English, Portuguese, Spanish","['crime', 'documentation']",['GB'],1.0,6.6,10286.0
Floor is Lava,2020,TV-Y7,30,English,['reality'],['US'],2.0,5.3,2135.0
Detention,2020,TV-MA,49,Mandarin,"['drama', 'horror', 'thriller']",['TW'],1.0,6.3,496.0
Kengan Ashura,2019,TV-MA,24,"English, Japanese","['animation', 'action', 'sport']",['JP'],2.0,8.0,4719.0
Abyss,2019,TV-14,61,Korean,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,7.1,2131.0
The Trials of Gabriel Fernandez,2020,TV-MA,55,English,"['crime', 'documentation']",['US'],1.0,8.1,10982.0
Gameboys,2020,TV-14,22,"Tagalog, Filipino","['drama', 'comedy', 'romance']",['PH'],2.0,8.5,1066.0
Black Space,2020,TV-MA,46,Hebrew,"['crime', 'drama', 'thriller']",['IL'],2.0,6.7,1758.0
Spinning Out,2020,TV-MA,50,English,"['drama', 'sport']",['US'],1.0,7.6,13692.0
Dolly Parton's Heartstrings,2019,TV-14,67,English,"['drama', 'comedy', 'music']",['US'],1.0,7.6,2107.0
The Bonfire of Destiny,2019,TV-MA,50,French,"['drama', 'history']",['FR'],1.0,7.6,4442.0
Indian Matchmaking,2020,TV-14,35,Hindi,"['reality', 'documentation', 'romance']","['IN', 'US']",1.0,6.2,3049.0
High Seas,2019,TV-MA,45,Spanish,"['drama', 'crime', 'comedy']",['ES'],4.0,6.8,7154.0
Julie and the Phantoms,2020,TV-G,2,English,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",['US'],1.0,8.4,9461.0
Someone Has to Die,2020,TV-MA,50,Spanish,"['crime', 'drama', 'thriller']","['MX', 'ES']",1.0,6.3,4718.0
The Uncanny Counter,2020,TV-14,64,Korean,"['drama', 'action', 'fantasy', 'horror']",['KR'],1.0,8.0,5552.0
Self Made: Inspired by the Life of Madam C.J. Walker,2020,TV-MA,47,English,"['drama', 'history']",['US'],1.0,7.3,11586.0
V Wars,2019,TV-MA,42,English,"['scifi', 'drama', 'horror']",['US'],1.0,6.1,13531.0
The Naked Director,2019,TV-MA,51,Japanese,"['drama', 'comedy']",['JP'],2.0,7.7,6052.0
The Baby-Sitters Club,2020,TV-G,27,English,"['family', 'comedy', 'drama']",['US'],2.0,7.3,3786.0
The Letter for the King,2020,TV-PG,47,English,"['fantasy', 'action', 'family', 'scifi']",['GB'],1.0,5.9,7376.0
Black Dog,2019,TV-14,80,Korean,['drama'],['KR'],1.0,7.7,129.0
Tiny Pretty Things,2020,TV-MA,56,English,"['thriller', 'drama']",['US'],1.0,5.9,9115.0
No Good Nick,2019,TV-PG,30,English,"['comedy', 'drama', 'family']",['US'],2.0,6.0,2843.0
Persona,2019,TV-MA,22,"Korean, English",['drama'],['KR'],2.0,6.6,1164.0
BNA,2020,TV-14,23,"Japanese, English","['scifi', 'animation', 'action', 'fantasy']",['JP'],1.0,7.2,2478.0
Carmen Sandiego,2019,TV-Y7,23,English,"['action', 'crime', 'animation', 'thriller', 'family']",['US'],4.0,7.9,5557.0
The Liberator,2020,TV-MA,49,English,"['animation', 'action', 'drama', 'war']",['US'],1.0,7.6,5942.0
Trial by Media,2020,TV-MA,62,English,"['crime', 'documentation']",['US'],1.0,7.1,3096.0
Connected,2020,TV-14,44,English,"['documentation', 'comedy']",['US'],1.0,7.5,1704.0
Love Alarm,2019,TV-MA,49,Korean,"['scifi', 'romance', 'comedy', 'drama']",['KR'],2.0,6.8,5262.0
The Eddy,2020,TV-MA,58,"French, English","['drama', 'music', 'thriller']","['FR', 'US']",1.0,7.1,2908.0
Love & Anarchy,2020,TV-MA,29,Swedish,"['comedy', 'drama', 'romance']",['SE'],2.0,7.4,7896.0
The Mess You Leave Behind,2020,TV-MA,45,Spanish,"['thriller', 'crime', 'drama']",['ES'],1.0,6.8,8848.0
Carole & Tuesday,2019,TV-PG,23,Japanese,"['scifi', 'music', 'animation', 'drama']",['JP'],1.0,7.8,1979.0
Vampires,2020,TV-MA,40,French,"['scifi', 'drama', 'fantasy', 'horror']",['FR'],1.0,5.6,1234.0
The Trial,2019,TV-MA,50,Italian,"['crime', 'thriller', 'drama']",['IT'],1.0,7.2,3032.0
Killer Ratings,2019,TV-MA,50,Portuguese,"['documentation', 'crime']",['BR'],1.0,7.6,1671.0
Japan Sinks: 2020,2020,TV-MA,26,Japanese,"['action', 'scifi', 'animation', 'drama']",['JP'],1.0,6.4,2922.0
Lenox Hill,2020,TV-MA,50,English,['documentation'],['US'],1.0,8.7,2276.0
The Alcàsser Murders,2019,TV-MA,61,N/A,"['documentation', 'crime']",['ES'],1.0,7.1,2127.0
The Possessed,2020,TV-MA,9,Korean,"['thriller', 'horror']",['KR'],1.0,5.7,882.0
Kevin Hart: Don't F**k This Up,2019,TV-MA,40,English,['documentation'],['US'],1.0,6.4,2009.0
Touch Your Heart,2019,TV-MA,63,Korean,"['comedy', 'drama', 'romance']",['KR'],1.0,7.7,3046.0
Vagabond,2019,TV-MA,61,"Korean, Spanish, Arabic, English","['drama', 'action', 'thriller', 'romance']",['KR'],1.0,8.2,7544.0
Love 101,2020,TV-14,46,Turkish,"['comedy', 'drama', 'romance']",['TR'],2.0,7.5,13797.0
Lovestruck in the City,2020,TV-14,30,Korean,"['drama', 'romance']",['KR'],1.0,7.7,2129.0
Hospital Playlist,2020,TV-14,90,Korean,"['comedy', 'drama']",['KR'],2.0,8.8,4836.0
How to Fix a Drug Scandal,2020,TV-MA,53,English,"['crime', 'documentation']",['US'],1.0,7.0,3232.0
Dream Home Makeover,2020,TV-G,27,English,['reality'],['US'],2.0,5.5,1078.0
Ricky Zoom,2019,TV-Y,12,English,"['animation', 'family']",['CN'],2.0,6.3,90.0
The Barrier,2020,TV-MA,52,Spanish,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",['ES'],1.0,6.8,3447.0
Ashley Garcia: Genius in Love,2020,TV-PG,30,English,['comedy'],['US'],3.0,6.8,1183.0
The Playbook,2020,TV-MA,44,English,"['documentation', 'sport']",['US'],1.0,7.4,1360.0
Family Business,2019,TV-MA,47,French,"['comedy', 'family']",['FR'],3.0,7.4,3907.0
We Are the Champions,2020,TV-MA,29,English,['documentation'],['US'],1.0,7.1,1379.0
My First First Love,2019,TV-PG,52,Korean,['drama'],['KR'],2.0,7.5,2163.0
Alien Worlds,2020,TV-PG,44,"English, Ukrainian","['documentation', 'animation', 'scifi']",['GB'],1.0,6.5,3509.0
AJ and the Queen,2020,TV-14,52,English,"['comedy', 'drama']",['US'],1.0,7.4,7961.0
"Breakfast, Lunch & Dinner",2019,TV-MA,44,English,['documentation'],['US'],1.0,6.7,1045.0
Mythomaniac,2019,TV-MA,46,French,"['comedy', 'drama']",['FR'],2.0,6.7,1274.0
The American Barbecue Showdown,2020,TV-G,43,English,['reality'],['US'],1.0,7.1,1151.0
History 101,2020,TV-PG,22,English,"['documentation', 'history']",['GB'],1.0,6.8,4031.0
Lunatics,2019,TV-MA,36,English,['comedy'],['US'],1.0,6.6,3136.0
Chef's Table: BBQ,2020,TV-14,45,English,['documentation'],['US'],1.0,7.8,981.0
Schulz Saves America,2020,TV-MA,17,English,['comedy'],['US'],1.0,7.3,1069.0
Criminal: Germany,2019,TV-MA,44,German,"['drama', 'crime']",['DE'],1.0,7.7,5108.0
Heaven Official's Blessing,2020,TV-14,24,"Chinese, Thai, English, Mandarin","['action', 'scifi', 'animation']","['CN', 'US']",1.0,8.3,1349.0
Girls from Ipanema,2019,TV-MA,57,Portuguese,"['drama', 'romance']",['BR'],2.0,7.8,3423.0
Glow Up: Britain's Next Make-Up Star,2019,TV-14,54,English,['reality'],['GB'],4.0,6.8,1975.0
Dragons: Rescue Riders,2019,TV-Y,24,N/A,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],2.0,5.9,304.0
My Perfect Landing,2020,TV-G,25,English,['family'],['CA'],1.0,6.6,161.0
The Crowned Clown,2019,TV-14,75,Korean,"['action', 'history', 'romance', 'drama']",['KR'],1.0,8.0,880.0
Mr. Iglesias,2019,TV-14,29,English,['comedy'],['US'],3.0,7.1,6703.0
Crime Diaries: Night Out,2019,TV-MA,45,Spanish,['crime'],['MX'],1.0,7.3,850.0
Awake: The Million Dollar Game,2019,TV-PG,42,English,['reality'],['US'],1.0,5.9,759.0
Oktoberfest: Beer & Blood,2020,TV-MA,48,German,"['drama', 'history', 'thriller']",['DE'],1.0,6.8,2119.0
SAINT SEIYA: Knights of the Zodiac,2019,TV-14,25,Japanese,"['scifi', 'action', 'animation', 'fantasy']",['JP'],2.0,4.5,1808.0
Hache,2019,TV-MA,45,Spanish,"['crime', 'drama', 'thriller']",['ES'],2.0,6.5,1610.0
LEGO Marvel Avengers: Climate Conundrum,2020,TV-Y7,22,English,"['action', 'animation']",['US'],1.0,6.6,65.0
The Chosen One,2019,TV-MA,27,Portuguese,"['thriller', 'drama']",['BR'],2.0,5.7,661.0
Carmel: Who Killed Maria Marta?,2020,TV-14,58,Spanish,"['crime', 'documentation']",['AR'],1.0,7.0,2375.0
Morphle,2019,TV-Y,6,"English, Spanish, French, German, Portuguese","['animation', 'family']","['GB', 'NL']",5.0,5.1,77.0
Women of the Night,2019,TV-MA,47,Dutch,"['crime', 'drama']","['NL', 'BE']",2.0,6.3,871.0
100 Humans: Life's Questions. Answered.,2020,TV-14,37,English,"['documentation', 'reality']",['US'],1.0,5.7,3958.0
Nobody's Looking,2019,TV-MA,20,Portuguese,"['comedy', 'drama', 'fantasy']",['BR'],1.0,7.7,1956.0
(Un)Well,2020,TV-MA,52,English,"['reality', 'documentation']",['US'],1.0,6.4,1041.0
Heroes of Goo Jit Zu,2019,TV-Y7,12,English,"['animation', 'action', 'comedy', 'scifi']",[],1.0,7.5,23.0
The Last Word,2020,TV-MA,45,German,"['comedy', 'drama']",['DE'],1.0,7.0,948.0
The Innocence Files,2020,TV-MA,64,English,"['documentation', 'crime', 'drama']",['US'],1.0,8.0,2622.0
Mortel,2019,TV-MA,52,French,"['fantasy', 'horror', 'scifi', 'crime', 'drama']",['FR'],2.0,6.5,1390.0
Next in Fashion,2020,TV-14,51,English,['reality'],['US'],1.0,7.3,3572.0
Losers,2019,TV-MA,8,N/A,"['documentation', 'sport', 'comedy', 'european']",['GB'],1.0,7.6,1741.0
Kota Factory,2019,TV-MA,42,Hindi,"['drama', 'comedy']",['IN'],2.0,9.3,66985.0
1994,2019,TV-MA,178,Spanish,"['documentation', 'history']",['MX'],1.0,7.5,514.0
The School Nurse Files,2020,TV-14,51,Korean,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],1.0,6.4,1147.0
Monarca,2019,TV-MA,44,Spanish,['drama'],['MX'],2.0,7.8,3210.0
Les de l'hoquei,2019,TV-MA,50,Catalan,"['sport', 'drama']",['ES'],2.0,6.8,429.0
La Línea: Shadow of Narco,2020,TV-MA,30,Spanish,"['crime', 'documentation']",['ES'],1.0,6.4,386.0
Gigantosaurus,2019,TV-G,13,English,['animation'],"['FR', 'US']",3.0,6.9,159.0
Family Reunion,2019,TV-PG,29,English,"['family', 'comedy']",['US'],5.0,6.4,2576.0
Record of Youth,2020,TV-14,73,Korean,"['drama', 'romance']",['KR'],1.0,7.3,2278.0
You Cannot Hide,2019,TV-MA,45,"Russian, Spanish","['action', 'crime']",['MX'],1.0,6.4,1098.0
The Minions of Midas,2020,TV-MA,53,Spanish,"['crime', 'drama', 'thriller']",['ES'],1.0,6.6,4065.0
Osmosis,2019,TV-MA,42,French,"['scifi', 'romance']",['FR'],1.0,5.8,3003.0
Drug Squad: Costa del Sol,2019,TV-MA,68,N/A,"['action', 'thriller', 'drama', 'romance']",['ES'],1.0,6.8,554.0
Twelve Forever,2019,TV-PG,22,N/A,"['animation', 'action', 'comedy', 'family', 'fantasy']",['US'],1.0,6.6,664.0
Jinn,2019,TV-14,32,N/A,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['JO'],1.0,3.5,10043.0
Always a Witch,2019,TV-14,40,Spanish,"['scifi', 'drama', 'fantasy']",['CO'],2.0,6.3,2406.0
My Holo Love,2020,TV-14,57,Korean,"['scifi', 'drama', 'romance']",['KR'],1.0,7.6,2401.0
Yankee,2019,TV-MA,40,"English, Spanish",['drama'],['MX'],1.0,5.9,687.0
Seis Manos,2019,TV-MA,26,English,"['drama', 'fantasy', 'animation', 'action', 'crime']",['US'],1.0,7.1,1573.0
Apache: The Life of Carlos Tevez,2019,TV-MA,45,"Spanish, Italian","['drama', 'sport', 'thriller', 'crime']",['AR'],1.0,7.3,1582.0
You vs. Wild,2019,TV-PG,20,English,"['action', 'reality']",['US'],2.0,6.6,2570.0
Immigration Nation,2020,TV-MA,62,English,['documentation'],['US'],1.0,7.4,1096.0
The Cabin with Bert Kreischer,2020,TV-MA,27,N/A,"['reality', 'comedy']",[],1.0,6.6,1637.0
The Stranded,2019,TV-MA,49,Thai,"['drama', 'action']",['TH'],1.0,6.2,1241.0
Who Killed Malcolm X?,2019,TV-MA,45,English,"['crime', 'history', 'documentation']",['US'],1.0,7.5,2125.0
Pandemic: How to Prevent an Outbreak,2020,TV-14,49,English,['documentation'],['US'],1.0,6.3,2759.0
Luna Nera,2020,TV-MA,45,Italian,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],1.0,6.0,2883.0
Reality Z,2020,TV-MA,31,Portuguese,"['comedy', 'horror', 'scifi']",['BR'],1.0,5.6,2437.0
The Least Expected Day: Inside the Movistar Team 2019,2020,TV-MA,31,Spanish,"['documentation', 'sport']",['ES'],3.0,7.4,756.0
Delhi Crime,2019,TV-MA,27,"Hindi, English","['drama', 'crime']",['IN'],1.0,8.5,18732.0
The Surgeon's Cut,2020,TV-14,50,English,['documentation'],[],1.0,8.5,1010.0
Can You Hear Me?,2019,TV-MA,22,French,"['drama', 'comedy']",['CA'],3.0,7.6,688.0
BREAK IT ALL: The History of Rock in Latin America,2020,TV-MA,50,Spanish,"['documentation', 'music']",['AR'],1.0,7.6,1215.0
Queen Sono,2020,TV-MA,89,"Russian, English, French, Zulu, Afrikaans, Swahili, Xhosa, Sotho","['drama', 'thriller', 'action', 'crime']",['ZA'],2.0,5.9,1226.0
The Goop Lab,2020,TV-MA,33,English,"['documentation', 'reality']",[],1.0,2.5,3306.0
The Great Heist,2020,TV-MA,44,Spanish,"['drama', 'thriller', 'crime']",['CO'],1.0,7.3,2528.0
Pup Academy,2019,TV-Y,26,English,['family'],['US'],2.0,6.6,498.0
The King's Avatar,2019,TV-MA,36,Mandarin,"['action', 'fantasy']",['CN'],1.0,8.2,1042.0
World's Most Wanted,2020,TV-14,45,English,"['crime', 'documentation']",['US'],1.0,7.1,2481.0
Street Food,2019,TV-G,37,English,['documentation'],['US'],2.0,7.9,2712.0
Home Game,2020,TV-MA,29,English,"['documentation', 'sport']",['US'],1.0,7.0,841.0
45 RPM,2019,TV-MA,57,Spanish,"['drama', 'music']",['ES'],1.0,7.2,497.0
Trailer Park Boys: The Animated Series,2019,TV-MA,25,English,"['animation', 'comedy']",['CA'],2.0,7.6,2854.0
El Dragón: Return of a Warrior,2019,TV-MA,53,"Spanish, English, Japanese","['action', 'drama']",['US'],2.0,6.8,1853.0
Malibu Rescue: The Series,2019,TV-G,26,English,"['comedy', 'action', 'family']",['US'],1.0,5.4,979.0
7SEEDS,2019,TV-MA,25,Japanese,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']",['JP'],2.0,6.3,1378.0
Stolen Away,2020,TV-14,48,Spanish,"['thriller', 'action', 'crime', 'drama']",['ES'],1.0,7.1,2314.0
Hook,2020,TV-MA,43,N/A,"['drama', 'romance', 'sport']",['TH'],1.0,6.5,25.0
I Hear You,2019,TV-14,45,N/A,"['drama', 'comedy', 'romance']",['CN'],1.0,7.3,560.0
Leila,2019,TV-MA,46,Spanish,"['war', 'scifi', 'drama']",['IN'],1.0,4.7,8796.0
Merry Happy Whatever,2019,TV-PG,26,N/A,['comedy'],['US'],1.0,6.4,4542.0
Well-Intended Love,2019,TV-14,43,"Mandarin, Chinese","['drama', 'romance']",['CN'],2.0,7.2,1433.0
The Neighbor,2019,TV-MA,30,Spanish,"['comedy', 'action']",['ES'],2.0,6.5,2125.0
The Healing Powers of Dude,2020,TV-G,30,N/A,"['fantasy', 'action', 'comedy', 'drama', 'family']",[],1.0,6.5,873.0
The Big Show Show,2020,TV-PG,26,English,['comedy'],['US'],1.0,6.3,2375.0
Basketball or Nothing,2019,TV-PG,0,N/A,"['documentation', 'sport']",['US'],1.0,7.4,614.0
